server,mp_learning_rate,mp_weight_decay,mp_drop_prob,mp_noise_prob,mp_train_batch_size,mp_test_batch_size,mp_test_masking_rate,mp_num_epochs,mp_optimizer,mp_activation,mp_hidden_layers,mp_aug_step,mp_aug_step_floor,mp_decoder_constraint,mp_normalize_data,mp_last_layer_activations,mp_prediction_floor,mp_loss_size_average,dp_test_split_rate,dp_pivot_indexes,_RMSE,_learn_time,1m
dai,0.001,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.986155893,6.466700315,
dai,0.005,0,0,0,64,1,0.5,10,adam,swish,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.98625315,7.574735403,
dai,0.1,0.0001,0.9,0.5,64,8,0.9,10,adagrad,selu,64,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.2,"[1, 0]",0.987579111,88.45134926,
sheng,0.005,0,0,0,64,1,0.5,10,adam,tanh,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.988496263,83.23848057,
sheng,0.005,0,0,0,64,1,0.5,10,adam,tanh,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.988496263,83.23848057,
dai,0.005,0,0.8,0,128,4,0.4,2,adam,lrelu,"[2048, 32, 2, 2]",0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.4,"[1, 0]",0.989974999,13.71531081,
dai,0.01,0.01,0.6,0,1,7,0.5,1,rmsprop,relu,"[1024, 256, 256, 64, 2]",1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.4,"[0, 1]",0.990224582,27.56924081,
dai,0.005,0,0,0,64,1,0.5,10,adam,sigmoid,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.990932214,6.670119762,
dai,0.005,0,0,0,64,1,0.5,10,adam,sigmoid,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.991061942,7.738298893,
dai,0.005,0,0,0,1024,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.99204581,4.509925127,
dai,0.005,0,0,0,64,1,0.5,10,adam,tanh,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.992360658,7.512869835,
dai,0.005,0,0,0,64,1,0.5,10,adam,elu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.997057427,7.283516169,
sheng,0.005,0,0,0,64,1,0.5,10,adam,elu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.997602731,121.0311799,
sheng,0.005,0,0,0,64,1,0.5,10,adam,elu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.997602731,121.0311799,
dai,0.01,0.0001,0.4,0,512,1,0.2,4,adagrad,selu,"[64, 4096]",0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"[0, 1]",0.997616027,2.328752995,
dai,0.001,0.0001,0,0.9,4,9,0.4,2,adagrad,sigmoid,8,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.998301725,6.301091194,
dai,0.001,0,0.9,0.7,32,9,0.5,4,rmsprop,swish,"[128, 2, 2, 2]",0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.3,"[1, 0]",1.0000011,41.3936739,
dai,0.01,0.001,0.5,0.6,64,6,0.7,1,sgd,relu6,64,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.4,"[1, 0]",1.000087753,6.51457119,
dai,0.005,0,0,0,64,1,0.5,10,adam,tanh,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.003408893,7.333382607,
dai,0.005,0,0,0,512,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.003788199,5.479342461,
dai,0.001,0.001,0.5,0.7,16,2,0.4,10,adagrad,sigmoid,1024,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"[1, 0]",1.004265901,185.4508545,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,8,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.00829286,108.8310952,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,8,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.00829286,108.8310952,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[8],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.009331597,6.352007866,
dai,0.005,0,0,0,512,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.010781628,4.490950584,
dai,0.01,0.0001,0.6,0.4,512,9,0.5,2,adagrad,selu,256,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4,"[0, 1]",1.011713775,1.178948164,
sheng,0.005,0.001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.01285874,130.5440383,
sheng,0.005,0.001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.01285874,130.5440383,
dai,0.01,0.1,0.9,0.6,32,5,0.1,1,rmsprop,elu,[128],0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.3,"[0, 1]",1.017734411,0.795427799,
dai,0.005,0,0,0,64,1,0.5,10,adam,elu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.018428028,7.626599312,
dai,0.0001,0,0.3,0.4,512,6,0.2,10,adagrad,lrelu,4096,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.4,"[0, 1]",1.022169225,13.21690965,
dai,0.1,0.1,0.5,0.8,2,6,0.8,10,sgd,sigmoid,"[4096, 2048, 256, 8, 4]",0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.1,"[1, 0]",1.023035679,6322.618957,
dai,0.01,0.001,0.1,0.9,256,2,0.3,1,adam,swish,"[512, 32]",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"[1, 0]",1.023069075,6.327941895,
dai,0.005,0.001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.023731351,6.545446396,
sheng,0.005,0,0,0,64,1,0.5,1,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.024482674,11.89871621,
sheng,0.005,0,0,0,64,1,0.5,1,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.024482674,11.89871621,
dai,0.005,0.001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.026371885,7.432069302,
dai,0.005,0,0,0,256,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.026707461,6.075746059,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[16],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.027980269,7.004253864,
dai,0.005,0.01,0.1,0,128,8,0.8,1,rmsprop,sigmoid,8,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.3,"[1, 0]",1.028540061,6.315041542,
dai,0.0001,0.1,0,0.6,64,6,0.6,1,sgd,sigmoid,"[4, 8, 16]",0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[1, 0]",1.02872568,7.078785181,
dai,0.001,0.1,0.2,0.5,32,1,0.8,8,adam,sigmoid,"[8, 1024, 2048, 4096]",1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.2,"[1, 0]",1.029457882,967.277451,
dai,0.005,0.0001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.030249962,7.375233412,
dai,0.01,0.001,0.5,0.8,2,10,0.5,1,adam,sigmoid,"[512, 256, 64]",0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.030259455,6.389086246,
dai,0.0001,0.1,0.3,0,8,6,0.4,8,adagrad,sigmoid,[4],1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.4,"[1, 0]",1.031050398,159.0834715,
dai,0.0001,0.001,0.6,0.3,128,9,0.4,1,sgd,selu,256,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.3,"[1, 0]",1.032442349,6.683122396,
dai,0.0001,0,0.6,0.2,4,2,0.3,10,sgd,selu,64,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[1, 0]",1.034100897,609.6690671,
dai,0.0001,0.1,0.2,0.6,1024,9,0.1,8,sgd,sigmoid,"[4096, 2048, 1024, 8, 4]",3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[1, 0]",1.035009891,88.98102427,
dai,0.0001,0.005,0.7,0,4,8,0.6,2,sgd,sigmoid,[4096],1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.1,"[0, 1]",1.036148475,41.82348299,
dai,0.001,0.01,0,0.8,512,4,0.8,1,adagrad,lrelu,512,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.4,"[1, 0]",1.036654483,5.166138172,
dai,0.005,0,0,0,256,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.037173836,5.728675842,
dai,0.0001,0.1,0.4,0.5,16,3,0.4,10,rmsprop,selu,"[16, 64, 1024, 4096]",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"[1, 0]",1.038987992,630.2561119,
dai,0.005,0.005,0.1,0.7,1024,3,0.6,10,sgd,sigmoid,"[256, 256]",2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,"[1, 0]",1.039116937,40.99204516,
dai,0.001,0.001,0.3,0.5,1,1,0.2,4,sgd,elu,1024,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",1.041315621,74.57151532,
dai,0.0001,0,0.2,0.6,2,6,0.6,1,rmsprop,lrelu,128,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.3,"[1, 0]",1.04269004,103.8501825,
dai,0.005,0,0.8,0.5,4,6,0.6,8,sgd,swish,"[64, 64]",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.2,"[1, 0]",1.043959968,438.4341543,
dai,0.005,0,0,0,64,1,0.5,1,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.044932287,0.822772741,
sheng,0.005,0,0,0,256,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.046523162,38.37307644,
sheng,0.005,0,0,0,256,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.046523162,38.37307644,
dai,0.005,0,0,0,64,1,0.5,1,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.046791014,0.806836367,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.049497113,7.783137083,
dai,0.005,0,0,0,64,1,0.5,2,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.049806855,1.510917425,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[64],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.050558197,7.089035988,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,16,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.050860613,112.8888617,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,16,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.050860613,112.8888617,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.053904875,7.516865969,
dai,0.005,0,0,0,64,8,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.053976478,7.315428734,
dai,0.01,0.0001,0.7,0.7,1024,2,0.2,2,sgd,selu,"[128, 256, 256]",1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.1,"[1, 0]",1.054382527,10.07099342,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054424395,135.8755405,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054424395,135.8755405,
sheng,0.005,0,0,0,64,1,0.9,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054464438,119.8174145,
sheng,0.005,0,0,0,64,1,0.9,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054464438,119.8174145,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,128,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054741595,125.8830979,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,128,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.054741595,125.8830979,
dai,0.001,0.001,0.2,0.2,1,7,0.6,8,sgd,sigmoid,[128],0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",1.054949688,51.66682553,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.055032743,132.2524111,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.055032743,132.2524111,
dai,0.005,0,0,0,64,5,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.056874558,7.462990284,
sheng,0.005,0,0,0,512,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.057514698,28.14214349,
sheng,0.005,0,0,0,512,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.057514698,28.14214349,
dai,0.005,0,0,0.2,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.057661258,7.879920959,
dai,0.005,0,0,0,64,1,0.6,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.058514741,6.361981153,
dai,0.005,0,0,0,64,1,0.8,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.058667984,7.458012342,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[32],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.058938835,7.253595352,
dai,0.005,0,0,0,64,1,0.7,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.0591328,7.341361284,
dai,0.005,0,0,0.3,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.060009747,7.725333214,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[8],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.060923542,5.973022223,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.061227114,7.485938072,
dai,0.005,0.001,0.2,0,16,6,0.6,4,adam,sigmoid,[32],1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.2,"[0, 1]",1.061316956,5.123790979,
dai,0.0001,0.01,0.2,0.7,64,2,0.1,10,rmsprop,tanh,"[512, 256, 8]",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.1,"[1, 0]",1.061596581,101.7926698,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",1.061940269,6.635249853,
sheng,0.005,0,0,0.1,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.063441366,157.7227254,
sheng,0.005,0,0,0.1,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.063441366,157.7227254,
dai,0.005,0,0.2,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.063958788,7.539796114,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",1.065734962,117.5351849,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",1.065734962,117.5351849,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.066273773,117.8761654,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.066273773,117.8761654,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.06723791,7.319375277,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.068347861,117.3583736,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.068347861,117.3583736,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",1.068637887,6.658172846,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",1.069031605,122.2550063,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",1.069031605,122.2550063,
dai,0.01,0.0001,0.9,0.2,2,9,0.1,2,sgd,relu6,"[1024, 512, 8, 2]",0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,"[1, 0]",1.069991592,211.922045,
dai,0.005,0,0,0.1,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.071112296,6.813746929,
dai,0.0001,0.001,0.2,0.6,16,10,0.7,10,rmsprop,sigmoid,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",1.071645202,11.67471075,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.072214644,7.287482738,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1,"[0, 1]",1.072483627,7.258544683,
dai,0.005,0,0,0,64,3,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.072637683,7.371279955,
sheng,0.005,0,0,0,64,5,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.072963606,120.6629939,
sheng,0.005,0,0,0,64,5,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.072963606,120.6629939,
dai,0.005,0,0,0,128,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.074280979,6.565427065,
dai,0.0001,0,0.8,0.1,32,2,0.8,1,adagrad,elu,[128],1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[1, 0]",1.075379419,11.16173887,
sheng,0.005,0,0,0,64,1,0.7,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.075458884,117.054878,
sheng,0.005,0,0,0,64,1,0.7,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.075458884,117.054878,
dai,0.005,0,0,0,64,8,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.076278706,6.647182226,
dai,0.1,0.001,0.7,0.3,8,9,0.5,2,adam,sigmoid,[128],3,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,"[1, 0]",1.076500366,76.43549347,
dai,0.001,0.1,0.8,0.8,4,5,0.9,1,adagrad,sigmoid,1024,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2,"[0, 1]",1.07688417,4.689430237,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.077065766,122.3668501,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.077065766,122.3668501,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.077241783,7.46997261,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.079794832,7.689423561,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.079861527,6.530482531,
sheng,0.005,0,0,0.3,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081096489,162.6799965,
sheng,0.005,0,0,0.3,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081096489,162.6799965,
dai,0.0001,0.001,0.1,0,128,3,0.5,1,rmsprop,sigmoid,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.4,"[0, 1]",1.081135613,0.67314291,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081501922,7.402198553,
dai,0.005,0,0.4,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081657443,7.453037262,
dai,0.005,0,0,0,64,1,0.6,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081723416,7.496944189,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.081738729,7.322368383,
dai,0.001,0.001,0.7,0.7,16,7,0.3,2,sgd,relu6,"[1024, 64, 2]",0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,"[1, 0]",1.083320194,38.76345086,
sheng,0.005,0,0,0,64,9,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.083527415,119.0984643,
sheng,0.005,0,0,0,64,9,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.083527415,119.0984643,
dai,0.005,0,0,0,64,1,0.8,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.083951355,7.40819931,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.084778232,7.398659229,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[16],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.085680556,7.123908758,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.085858995,133.4931576,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.085858995,133.4931576,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087399797,6.74495554,
dai,0.005,0,0,0,64,1,0.3,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087750025,6.386913538,
sheng,0.005,0,0,0.4,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087806138,155.1234922,
sheng,0.005,0,0,0.4,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087806138,155.1234922,
sheng,0.005,0,0.3,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087806613,139.3158212,
sheng,0.005,0,0.3,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.087806613,139.3158212,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",1.088165609,7.620994806,
dai,0.005,0,0.1,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.088203284,6.639238596,
dai,0.005,0,0,0,64,1,0.9,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.088968338,6.43678093,
