server,mp_learning_rate,mp_weight_decay,mp_drop_prob,mp_noise_prob,mp_train_batch_size,mp_test_batch_size,mp_test_masking_rate,mp_num_epochs,mp_optimizer,mp_activation,mp_hidden_layers,mp_aug_step,mp_aug_step_floor,mp_decoder_constraint,mp_normalize_data,mp_last_layer_activations,mp_prediction_floor,mp_loss_size_average,dp_test_split_rate,dp_pivot_indexes,_RMSE,_learn_time,1m
dai,0.005,0,0.5,0.7,512,2,0.2,1,adagrad,relu6,"[128, 128]",0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.940266405,0.53109622,
dai,0.0001,0.005,0.1,0,1,3,0.1,1,adagrad,tanh,128,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.941675976,8.313760042,
dai,0.001,0,0.1,0.4,128,3,0.4,10,adam,lrelu,512,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.943470584,8.250928164,
dai,0.005,0.001,0.7,0.1,32,1,0.7,4,sgd,elu,256,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[1, 0]",0.943689984,42.55400324,
dai,0.005,0.005,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.944002607,7.604620695,
sheng,0.005,0,0,0,64,1,0.5,10,adam,swish,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.944192271,90.58976293,
sheng,0.005,0,0,0,64,1,0.5,10,adam,swish,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.944192271,90.58976293,
dai,0.1,0.001,0,0.1,1,2,0.3,8,sgd,sigmoid,"[8, 1024]",0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,"[0, 1]",0.944739205,50.14330339,
dai,0.005,0,0,0,64,1,0.5,10,adagrad,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.944887458,7.329368353,
dai,0.005,0.001,0.5,0.3,128,5,0.3,2,sgd,swish,128,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.2,"[1, 0]",0.94629817,14.42840195,
dai,0.005,0,0.2,0.2,1024,3,0.2,1,adam,relu,"[32, 128]",3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.3,"[1, 0]",0.946962848,4.872691631,
sheng,0.005,0,0,0,64,1,0.5,10,adam,relu6,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947039776,76.27951026,
sheng,0.005,0,0,0,64,1,0.5,10,adam,relu6,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947039776,76.27951026,
dai,0.01,0,0.7,0.3,256,2,0.3,1,sgd,relu,256,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.1,"[0, 1]",0.947368506,0.704117298,
dai,0.005,0.005,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947497446,7.493906736,
sheng,0.005,0,0,0,64,1,0.5,10,adam,relu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947589989,90.74484706,
sheng,0.005,0,0,0,64,1,0.5,10,adam,relu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947589989,90.74484706,
dai,0.005,0,0,0,64,1,0.5,10,adam,relu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.947624845,7.365271091,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.948167355,6.673148632,
dai,0.01,0.005,0.6,0,2,5,0.1,1,sgd,tanh,"[4, 32, 64]",1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.1,"[0, 1]",0.94843986,5.917117596,
dai,0.1,0.001,0.3,0.5,1024,6,0.4,10,adagrad,swish,16,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.4,"[0, 1]",0.94844545,4.717347383,
dai,0.01,0.001,0.1,0.9,256,4,0.2,2,adam,swish,32,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1,"[0, 1]",0.949035265,1.341412067,
dai,0.005,0.1,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.950030562,7.570746183,
dai,0.005,0.01,0.8,0.1,256,7,0.6,1,rmsprop,relu6,"[2048, 8, 32, 4096]",2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.950446815,1.003316164,
dai,0.1,0.005,0.5,0.4,8,6,0.5,10,sgd,sigmoid,"[512, 64, 4]",0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.3,"[0, 1]",0.950714371,21.66803598,
dai,0.0001,0.1,0.6,0.7,1,7,0.7,10,adagrad,elu,"[16, 32, 512, 4096, 4096]",3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.4,"[0, 1]",0.951757597,733.2474811,
dai,0.005,0,0,0,64,1,0.5,10,adam,swish,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.951869341,7.655519724,
dai,0.005,0.1,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.952189449,7.55877924,
dai,0.01,0.0001,0.9,0.7,256,7,0.7,1,adam,swish,"[16, 256, 512, 1024]",1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.952245254,0.78290534,
dai,0.005,0.001,0.1,0.3,2,2,0.5,2,adam,swish,"[16, 64, 64, 2048]",0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.4,"[0, 1]",0.952278983,10.59121752,
dai,0.01,0.005,0.3,0.5,512,9,0.5,4,adagrad,elu,"[2048, 2048, 512, 512, 64]",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.95238357,4.3114748,
dai,0.001,0.001,0.3,0.4,64,6,0.1,4,sgd,tanh,"[4, 64]",1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",0.952442727,3.078763247,
dai,0.0001,0.0001,0,0,64,1,0.2,8,rmsprop,elu,"[4096, 64, 8, 8, 2]",2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.1,"[0, 1]",0.952571997,24.22868276,
dai,0.0001,0.1,0,0.3,512,10,0.5,10,rmsprop,relu,"[2, 2, 128, 512, 2048]",0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.4,"[0, 1]",0.952649583,4.533870935,
dai,0.005,0,0,0,64,1,0.5,10,adam,relu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.952754317,7.388235331,
dai,0.005,0,0,0,64,1,0.5,10,adam,relu6,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.952793693,6.505553961,
dai,0.01,0,0.1,0.8,128,9,0.9,4,sgd,swish,[32],0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.4,"[0, 1]",0.952933469,2.390023232,
dai,0.01,0.001,0,0.5,2,6,0.7,10,sgd,relu,[256],0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.953010315,46.09668875,
dai,0.0001,0.0001,0.3,0.2,2,4,0.7,2,adam,selu,64,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.4,"[0, 1]",0.953325552,8.12522769,
dai,0.01,0.001,0.3,0.5,512,4,0.8,1,adam,relu,"[64, 2]",3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",0.953426262,0.65424943,
dai,0.005,0.005,0.4,0.4,64,3,0.3,2,sgd,tanh,32,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.953557304,1.52588439,
dai,0.01,0.01,0,0.5,64,7,0.6,4,sgd,tanh,[4],2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.953834094,3.307928562,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,4,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.95423919,105.2114587,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,4,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.95423919,105.2114587,
sheng,0.1,0.0001,0.4,0,128,2,0.2,1,sgd,relu6,64,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",0.954339183,5.440912008,
sheng,0.1,0.0001,0.4,0,128,2,0.2,1,sgd,relu6,64,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",0.954339183,5.440912008,
dai,0.0001,0,0.9,0.6,4,6,0.8,10,adagrad,relu,"[2048, 512, 64, 4]",1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.95450169,111.3640673,
dai,0.001,0.005,0,0,64,1,0.8,2,sgd,swish,[8],3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.1,"[0, 1]",0.955728259,1.379910469,
sheng,0.005,0.1,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.955818777,131.3240199,
sheng,0.005,0.1,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.955818777,131.3240199,
dai,0.1,0,0.1,0.1,16,6,0.7,8,sgd,relu,"[2, 16, 1024, 2, 16]",1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.955835358,12.16633773,
dai,0.001,0,0,0.6,512,9,0.6,4,sgd,sigmoid,"[64, 4]",3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.3,"[0, 1]",0.955845705,2.17132926,
sheng,0.005,0,0,0,64,1,0.5,10,adam,lrelu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.956459206,97.60721517,
sheng,0.005,0,0,0,64,1,0.5,10,adam,lrelu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.956459206,97.60721517,
dai,0.1,0.01,0.3,0.3,512,3,0.9,4,adagrad,elu,256,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.2,"[0, 1]",0.956620581,1.82810998,
dai,0.005,0,0,0,64,1,0.5,10,adam,lrelu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.956682146,7.354290247,
dai,0.001,0.01,0.1,0.6,256,8,0.6,8,adagrad,elu,"[8, 1024, 4096]",0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.956990357,5.039520025,
dai,0.005,0.005,0.8,0.2,2,3,0.9,2,sgd,tanh,128,3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.957050588,19.4748702,
dai,0.1,0.001,0.3,0.3,64,4,0.6,2,adagrad,sigmoid,32,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,"[1, 0]",0.957080352,11.95900893,
dai,0.1,0.001,0.1,0.8,16,2,0.2,8,sgd,relu6,[4096],2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.1,"[0, 1]",0.957327008,69.59362984,
dai,0.001,0.1,0.5,0.4,256,1,0.7,10,adam,elu,[4096],3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.957335467,20.02703547,
dai,0.005,0,0,0,64,1,0.5,10,sgd,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.957450431,6.315069914,
dai,0.0001,0.005,0,0,256,7,0.1,10,adagrad,relu6,"[2, 16, 32, 64, 512]",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.4,"[0, 1]",0.957460972,5.514322758,
dai,0.001,0.01,0.1,0.5,4,9,0.5,8,sgd,lrelu,"[1024, 512, 64]",0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.1,"[0, 1]",0.957536401,38.95656538,
dai,0.0001,0.0001,0.7,0,8,1,0.5,4,adagrad,relu,[128],0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",0.957670761,6.888969421,
dai,0.005,0.005,0.5,0.2,1,9,0.3,4,sgd,swish,2,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",0.957722964,62.24845529,
sheng,0.001,0,0.8,0,512,10,0.2,1,rmsprop,selu,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.957786058,4.572963476,
sheng,0.001,0,0.8,0,512,10,0.2,1,rmsprop,selu,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.957786058,4.572963476,
dai,0.0001,0.01,0.4,0.5,128,5,0.5,10,rmsprop,selu,"[2, 32, 32]",0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0.4,"[1, 0]",0.958262274,52.54498434,
dai,0.001,0.01,0.8,0.7,1,5,0.7,4,adagrad,elu,4096,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.95827307,330.3978479,
dai,0.0001,0.001,0.4,0.1,64,9,0.3,8,adam,relu,512,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",0.958371466,7.915826797,
dai,0.01,0.001,0.3,0,128,3,0.2,1,adam,elu,"[256, 256, 512, 512]",1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.958480882,0.765443563,
sheng,0.1,0.001,0,0.6,1,7,0.9,2,adam,tanh,64,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.958613335,1661.888988,
dai,0.005,0,0,0,64,1,0.5,10,adam,relu6,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.959027172,7.388199329,
dai,0.001,0.005,0,0.3,32,9,0.8,1,adam,relu,"[2048, 4096, 64]",2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"[0, 1]",0.959101142,4.390517235,
dai,0.0001,0.005,0.8,0.9,64,9,0.1,10,sgd,swish,"[4, 512, 256, 512, 2]",1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.959170946,7.486971378,
dai,0.005,0.001,0.5,0.3,32,9,0.6,4,sgd,relu,"[2, 512, 32, 32, 4]",3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",0.959431055,5.793527603,
dai,0.01,0.001,0.6,0.6,32,6,0.4,10,adam,elu,64,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1,"[0, 1]",0.959600394,9.232304096,
dai,0.0001,0,0.8,0.2,512,10,0.4,1,rmsprop,tanh,2048,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4,"[0, 1]",0.959947714,1.052187204,
dai,0.0001,0.0001,0.1,0.7,64,7,0.8,8,adagrad,relu,4,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.960230263,6.172487974,
dai,0.005,0.005,0.2,0.4,64,8,0.5,10,rmsprop,relu6,"[4096, 2048, 128, 4]",3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.1,"[0, 1]",0.960238405,50.72554827,
dai,0.001,0.0001,0.7,0.4,512,7,0.3,1,rmsprop,swish,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.960512947,0.55348444,
dai,0.005,0,0,0,64,1,0.5,10,sgd,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.96069757,7.248607159,
dai,0.005,0.005,0.2,0,4,5,0.3,1,rmsprop,relu6,4,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.3,"[0, 1]",0.960746485,2.564139843,
dai,0.001,0.001,0,0.6,32,4,0.1,10,rmsprop,lrelu,256,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.960818291,8.754582405,
dai,0.1,0.1,0.6,0.9,64,1,0.5,2,adam,tanh,"[2048, 1024, 2, 8]",0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.961292436,2.500310898,
dai,0.1,0.01,0.5,0.1,32,6,0.6,10,sgd,relu,"[4, 16]",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.2,"[0, 1]",0.961316178,10.00417566,
dai,0.005,0.0001,0.5,0,32,2,0.4,10,rmsprop,relu6,"[2048, 1024, 512]",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.961490181,38.04819489,
dai,0.0001,0.1,0.7,0.2,128,9,0.3,2,sgd,elu,"[4, 4096]",2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",0.961753174,1.209738255,
dai,0.001,0.1,0.5,0,8,7,0.1,2,rmsprop,swish,"[2048, 2048]",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.961771153,27.4605155,
dai,0.0001,0.005,0.1,0.4,256,6,0.6,8,adam,relu6,"[2, 64, 1024, 1024]",2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"[0, 1]",0.962382419,4.967544317,
dai,0.0001,0.001,0.4,0.6,8,2,0.7,10,rmsprop,selu,"[16, 4096, 8, 8, 16]",3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.1,"[0, 1]",0.962396685,41.38000846,
dai,0.001,0.1,0.3,0.7,128,4,0.7,2,rmsprop,relu,"[16, 128, 128, 512, 512]",1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.962598351,1.187187195,
dai,0.1,0,0.1,0.6,4,8,0.8,8,sgd,elu,"[256, 32]",1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.1,"[0, 1]",0.962682139,30.76968861,
dai,0.1,0.1,0.6,0,64,6,0.7,10,sgd,tanh,"[4096, 1024, 128, 64]",0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.2,"[0, 1]",0.962842742,21.19067574,
dai,0.01,0.1,0,0.2,256,9,0.4,2,sgd,tanh,[32],0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.963182515,0.890006065,
dai,0.0001,0.1,0.1,0.9,4,4,0.8,8,rmsprop,tanh,"[8, 128, 128]",0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.963306728,22.84104419,
dai,0.001,0.0001,0.2,0.2,4,10,0.3,10,sgd,relu,"[4096, 128, 32]",2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.3,"[0, 1]",0.963596933,318.3603616,
dai,0.1,0.0001,0.1,0.1,8,2,0.1,8,sgd,swish,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.9641027,12.64915776,
dai,0.0001,0.005,0.5,0.6,4,10,0.3,10,rmsprop,tanh,"[4, 16, 4096, 1024, 2048]",3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.2,"[0, 1]",0.964425214,148.2454302,
dai,0.0001,0.001,0,0.3,16,6,0.6,10,rmsprop,selu,32,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",0.964518159,10.2555263,
dai,0.0001,0.0001,0.1,0.5,2,7,0.3,4,adam,relu6,8,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.2,"[0, 1]",0.964522413,24.14238334,
dai,0.005,0.001,0.5,0,256,4,0.7,2,adam,lrelu,2048,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.2,"[0, 1]",0.964602618,1.894931078,
dai,0.0001,0.005,0.5,0.8,4,10,0.2,10,adam,relu6,"[1024, 512, 8]",1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.964677011,84.83705449,
sheng,0.005,0,0,0,64,1,0.5,10,sgd,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.96490003,134.1844726,
sheng,0.005,0,0,0,64,1,0.5,10,sgd,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.96490003,134.1844726,
dai,0.01,0.001,0.2,0.6,64,2,0.2,8,adam,swish,[32],0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.3,"[0, 1]",0.96492034,5.685567856,
dai,0.1,0,0,0.8,1,6,0.8,1,sgd,swish,[512],1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.965076257,13.07500815,
dai,0.01,0.1,0.2,0.3,2,2,0.2,8,sgd,elu,[16],0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"[0, 1]",0.965300236,30.56124544,
dai,0.001,0,0.1,0.7,4,9,0.5,10,sgd,swish,64,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.96567745,30.57817507,
dai,0.01,0.0001,0.5,0.7,2,10,0.1,10,sgd,elu,4,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.1,"[0, 1]",0.96665308,38.35539508,
dai,0.005,0.1,0.9,0.2,128,4,0.3,8,rmsprop,selu,64,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.967860094,5.515245438,
dai,0.0001,0.1,0.7,0.6,8,9,0.4,10,adam,relu,"[256, 128, 16]",3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.4,"[0, 1]",0.967944035,44.30847216,
dai,0.1,0.1,0.2,0.1,16,9,0.8,1,adam,swish,"[256, 4, 8]",3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.967972275,2.54623723,
dai,0.0001,0.001,0.4,0,4,5,0.5,1,sgd,relu6,"[16, 8]",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",0.967986002,4.086035252,
dai,0.0001,0.001,0.4,0.1,16,5,0.4,8,sgd,selu,512,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.1,"[1, 0]",0.968294072,157.3290989,
dai,0.005,0.01,0.7,0,32,2,0.7,4,sgd,elu,"[32, 64, 4, 16]",1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.4,"[0, 1]",0.968947525,3.936569929,
dai,0.0001,0.0001,0,0.8,1024,2,0.7,10,sgd,elu,"[8, 8, 16, 32, 4096]",1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1,"[0, 1]",0.969719529,5.174138546,
dai,0.005,0,0,0,64,1,0.5,10,adam,lrelu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.969995141,7.342305422,
dai,0.005,0.01,0.8,0.5,1,4,0.2,1,adagrad,lrelu,32,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.970023507,8.844352007,
dai,0.0001,0.0001,0.4,0.2,1,1,0.9,8,adam,lrelu,1024,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",0.970157657,106.1565292,
dai,0.001,0.005,0,0,256,4,0.2,2,rmsprop,elu,"[4, 64, 64, 2048]",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.970228644,0.967217445,
dai,0.01,0.1,0.1,0.8,512,4,0.9,1,sgd,tanh,"[128, 2]",0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.2,"[0, 1]",0.970877371,0.667215109,
dai,0.005,0,0.9,0.1,256,7,0.4,8,adam,elu,[128],1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.1,"[1, 0]",0.971213506,47.42712831,
dai,0.1,0.005,0.8,0.9,16,10,0.6,1,adagrad,selu,1024,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",0.971316454,1.861020803,
dai,0.001,0.001,0.5,0.3,256,7,0.1,10,sgd,selu,"[4096, 256, 16]",2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3,"[0, 1]",0.972584326,16.04222369,
dai,0.0001,0.001,0.5,0.3,32,7,0.7,4,adagrad,relu6,32,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.1,"[0, 1]",0.976667606,4.194735289,
sheng,0.005,0,0,0,64,1,0.5,10,adam,sigmoid,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.9774236,85.21412539,
sheng,0.005,0,0,0,64,1,0.5,10,adam,sigmoid,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.9774236,85.21412539,
sheng,0.005,0,0,0,1024,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.977812645,16.39145255,
sheng,0.005,0,0,0,1024,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.977812645,16.39145255,
dai,0.005,0,0.4,0.2,4,9,0.8,4,adagrad,selu,"[32, 32, 2, 2048, 512]",0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,"[1, 0]",0.978291518,325.0297198,
sheng,0.001,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.980952265,119.9952724,
sheng,0.001,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.980952265,119.9952724,
dai,0.001,0.0001,0.2,0.5,128,1,0.6,8,adagrad,tanh,1024,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,"[0, 1]",0.981195266,6.729962587,
dai,0.01,0,0.4,0.7,32,4,0.6,2,sgd,tanh,1024,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,"[0, 1]",0.982436828,2.598024845,
dai,0.0001,0.001,0.4,0.5,4,8,0.6,4,rmsprop,elu,[128],0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.2,"[0, 1]",0.984667211,10.98178101,
dai,0.001,0.005,0,0.9,128,2,0.6,2,sgd,sigmoid,"[128, 256, 16, 32]",2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"[0, 1]",0.984765584,1.202805042,
dai,0.005,0,0,0,1024,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.985867413,4.216719151,
dai,0.001,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",0.985904566,7.736304045,
